"OKRES","KODZASTUP","NAZEVZAST","COBVODU","POR_STR_HL","OSTRANA","VSTRANA","NAZEVCELK","ZKRATKAO30","ZKRATKAO8","POCSTR_SLO","SLOZENI","HLASY_STR","PROCHLSTR","MAND_STR","MANDATY","POCOBYV","KOALICE","OFICIALNI"
6206,592889,"Vyškov",1,4,364,364,"NÁŠ VYŠKOV","NÁŠ VYŠKOV","Zelení+NK",2,"5,080",17292,10.19,3,27,20999,TRUE,TRUE
6206,592889,"Vyškov",1,5,470,470,"VOLBA PRO MĚSTO S PODPOROU STAROSTŮ A NEZÁVISLÝCH","VOLBA PRO MĚSTO S PODP. STAN",NA,2,"80,166",19349,11.4,3,27,20999,TRUE,TRUE
6206,592889,"Vyškov",1,6,1,1,"Křesťanská a demokratická unie - Československá strana lidová","Křesť.demokr.unie-Čs.str.lid.","KDU-ČSL",1,"1",19418,11.45,3,27,20999,TRUE,TRUE
6206,592889,"Vyškov",1,7,47,47,"Komunistická strana Čech a Moravy","Komunistická str.Čech a Moravy","KSČM",1,"47",17073,10.06,3,27,20999,FALSE,TRUE
6206,592889,"Vyškov",1,8,1114,1114,"Svoboda a přímá demokracie - Tomio Okamura (SPD)","Svob.a př.dem.-T.Okamura (SPD)","SPD",1,"1114",10776,6.35,1,27,20999,FALSE,TRUE
6207,593711,"Znojmo",1,1,1,1,"Křesťanská a demokratická unie - Československá strana lidová","Křesť.demokr.unie-Čs.str.lid.","KDU-ČSL",1,"1",19848,6.05,2,31,33719,FALSE,TRUE
6207,593711,"Znojmo",1,3,7,7,"Česká strana sociálně demokratická","Česká str.sociálně demokrat.","ČSSD",1,"7",80523,24.54,9,31,33719,TRUE,TRUE
6207,593711,"Znojmo",1,4,1114,1114,"Svoboda a přímá demokracie - Tomio Okamura (SPD)","Svob.a př.dem.-T.Okamura (SPD)","SPD",1,"1114",18115,5.52,2,31,33719,FALSE,TRUE
6207,593711,"Znojmo",1,5,720,720,"Česká pirátská strana","Česká pirátská strana","Piráti",1,"720",17174,5.23,1,31,33719,FALSE,TRUE
6207,593711,"Znojmo",1,6,470,470,"PRO ZNOJMO S PODPOROU ZMĚNY, STAN, ZNOJMO BEZ HAZARDU A MORAVSKÉHO ZEMSKÉHO HNUTÍ","PRO ZNOJMO S PODPOROU ZMĚNY",NA,2,"80,166",45988,14.02,5,31,33719,FALSE,TRUE
6207,593711,"Znojmo",1,8,47,47,"Komunistická strana Čech a Moravy","Komunistická str.Čech a Moravy","KSČM",1,"47",25463,7.76,2,31,33719,FALSE,TRUE
6207,593711,"Znojmo",1,9,53,53,"Občanská demokratická strana","Občanská demokratická strana","ODS",1,"53",32788,9.99,3,31,33719,TRUE,TRUE
6207,593711,"Znojmo",1,10,768,768,"ANO 2011","ANO 2011","ANO",1,"768",62227,18.97,7,31,33719,TRUE,TRUE
6105,595209,"Žďár nad Sázavou",1,1,1085,1085,"Koalice TOP 09 a Svobodní","Koalice TOP 09 a Svobodní",NA,2,"714,721",9399,5.07,1,27,20994,FALSE,TRUE
6105,595209,"Žďár nad Sázavou",1,2,470,470,"ŽĎÁR -  ŽIVÉ  MĚSTO","ŽĎÁR -  ŽIVÉ  MĚSTO",NA,2,"80,166",33954,18.32,5,27,20994,TRUE,TRUE
6105,595209,"Žďár nad Sázavou",1,3,53,53,"Občanská demokratická strana","Občanská demokratická strana","ODS",1,"53",23025,12.42,3,27,20994,TRUE,TRUE
6105,595209,"Žďár nad Sázavou",1,4,7,7,"Česká strana sociálně demokratická","Česká str.sociálně demokrat.","ČSSD",1,"7",23981,12.94,4,27,20994,FALSE,TRUE
6105,595209,"Žďár nad Sázavou",1,5,1,1,"Křesťanská a demokratická unie - Československá strana lidová","Křesť.demokr.unie-Čs.str.lid.","KDU-ČSL",1,"1",25969,14.01,4,27,20994,TRUE,TRUE
6105,595209,"Žďár nad Sázavou",1,6,768,768,"ANO 2011","ANO 2011","ANO",1,"768",29570,15.95,4,27,20994,TRUE,TRUE
6105,595209,"Žďár nad Sázavou",1,7,1424,1424,"Koalice KSČM a SPOZ","Koalice KSČM a SPOZ","KSČM+SPOZ",2,"47,724",14929,8.36,2,27,20994,FALSE,TRUE
6105,595209,"Žďár nad Sázavou",1,8,449,449,"Změna 2018","Změna 2018",NA,2,"80,129",24459,13.2,4,27,20994,FALSE,TRUE
8101,597180,"Bruntál",1,1,1114,1114,"Svoboda a přímá demokracie - Tomio Okamura (SPD)","Svob.a př.dem.-T.Okamura (SPD)","SPD",1,"1114",11718,11.49,3,27,16495,FALSE,TRUE
8101,597180,"Bruntál",1,3,53,53,"Občanská demokratická strana","Občanská demokratická strana","ODS",1,"53",5532,5.42,1,27,16495,FALSE,TRUE
8101,597180,"Bruntál",1,4,470,470,"BRUNTÁL 2018","BRUNTÁL 2018",NA,2,"80,166",32823,32.2,10,27,16495,TRUE,TRUE
8101,597180,"Bruntál",1,6,47,47,"Komunistická strana Čech a Moravy","Komunistická str.Čech a Moravy","KSČM",1,"47",10905,10.69,3,27,16495,FALSE,TRUE
8101,597180,"Bruntál",1,7,1065,1065,"PROZMĚNU","PROZMĚNU","PZ",1,"1065",9870,9.68,3,27,16495,TRUE,TRUE
8101,597180,"Bruntál",1,8,7,7,"Česká strana sociálně demokratická","Česká str.sociálně demokrat.","ČSSD",1,"7",6274,6.15,2,27,16495,TRUE,TRUE
8101,597180,"Bruntál",1,9,768,768,"ANO 2011","ANO 2011","ANO",1,"768",17764,17.42,5,27,16495,TRUE,TRUE
8102,598003,"Frýdek-Místek",1,1,7,7,"Česká strana sociálně demokratická","Česká str.sociálně demokrat.","ČSSD",1,"7",151816,21.9,11,43,56334,TRUE,TRUE
8102,598003,"Frýdek-Místek",1,2,720,720,"Česká pirátská strana","Česká pirátská strana","Piráti",1,"720",57990,8.36,4,43,56334,FALSE,TRUE
8102,598003,"Frýdek-Místek",1,4,1,1,"Křesťanská a demokratická unie - Československá strana lidová","Křesť.demokr.unie-Čs.str.lid.","KDU-ČSL",1,"1",58643,8.46,4,43,56334,TRUE,TRUE
8102,598003,"Frýdek-Místek",1,5,799,799,"Naše Město F-M","Naše Město F-M","NMFM",1,"799",129619,18.7,10,43,56334,FALSE,TRUE
8102,598003,"Frýdek-Místek",1,6,768,768,"ANO 2011","ANO 2011","ANO",1,"768",114048,16.45,8,43,56334,TRUE,TRUE
8102,598003,"Frýdek-Místek",1,9,1114,1114,"Svoboda a přímá demokracie - Tomio Okamura (SPD)","Svob.a př.dem.-T.Okamura (SPD)","SPD",1,"1114",41485,5.98,3,43,56334,FALSE,TRUE
8102,598003,"Frýdek-Místek",1,10,47,47,"Komunistická strana Čech a Moravy","Komunistická str.Čech a Moravy","KSČM",1,"47",49320,7.11,3,43,56334,FALSE,TRUE
8103,598917,"Karviná",1,1,768,768,"ANO 2011","ANO 2011","ANO",1,"768",113170,21.56,9,41,53522,TRUE,TRUE
8103,598917,"Karviná",1,3,7,7,"Česká strana sociálně demokratická","Česká str.sociálně demokrat.","ČSSD",1,"7",231768,44.15,19,41,53522,TRUE,TRUE
8103,598917,"Karviná",1,5,47,47,"Komunistická strana Čech a Moravy","Komunistická str.Čech a Moravy","KSČM",1,"47",59090,11.25,5,41,53522,TRUE,TRUE
8103,598917,"Karviná",1,6,1327,1327,"Karvinskakoalice.cz (KDU-ČSL, ODS, TOP 09, COEXISTENTIA, s podporou Soukromníků)","Karvinskakoalice.cz","KDU+ODS+TOP 09",3,"1,053,721",44126,8.4,3,41,53522,FALSE,TRUE
8103,598917,"Karviná",1,7,1350,1350,"Piráti a Starostové","Piráti a Starostové","STAN+Piráti",2,"166,720",31323,5.96,2,41,53522,FALSE,TRUE
8103,598917,"Karviná",1,8,1114,1114,"Svoboda a přímá demokracie - Tomio Okamura (SPD)","Svob.a př.dem.-T.Okamura (SPD)","SPD",1,"1114",35778,6.81,3,41,53522,FALSE,TRUE
8104,599191,"Nový Jičín",1,1,47,47,"Komunistická strana Čech a Moravy","Komunistická str.Čech a Moravy","KSČM",1,"47",12478,6.33,2,29,23567,FALSE,TRUE
8104,599191,"Nový Jičín",1,2,768,768,"ANO 2011","ANO 2011","ANO",1,"768",38671,19.64,6,29,23567,TRUE,TRUE
8104,599191,"Nový Jičín",1,3,684,684,"Piráti s podporou Svobodných","Piráti s podporou Svobodných",NA,2,"714,720",14129,7.17,2,29,23567,FALSE,TRUE
8104,599191,"Nový Jičín",1,4,1,1,"Křesťanská a demokratická unie - Československá strana lidová","Křesť.demokr.unie-Čs.str.lid.","KDU-ČSL",1,"1",19588,9.95,3,29,23567,TRUE,TRUE
8104,599191,"Nový Jičín",1,5,364,364,"STRANA ZELENÝCH s podporou TOP 09, SNK-ED a STAN","Zelení s TOP 09,SNK-ED a STAN","Zelení+NK",2,"5,080",35740,18.15,5,29,23567,TRUE,TRUE
8104,599191,"Nový Jičín",1,6,1114,1114,"Svoboda a přímá demokracie - Tomio Okamura (SPD)","Svob.a př.dem.-T.Okamura (SPD)","SPD",1,"1114",13270,6.74,2,29,23567,FALSE,TRUE
8104,599191,"Nový Jičín",1,7,7,7,"Česká strana sociálně demokratická","Česká str.sociálně demokrat.","ČSSD",1,"7",39577,20.1,6,29,23567,FALSE,TRUE
8104,599191,"Nový Jičín",1,8,53,53,"Občanská demokratická strana","Občanská demokratická strana","ODS",1,"53",23347,11.85,3,29,23567,TRUE,TRUE
5102,563510,"Jablonec nad Nisou",1,1,550,550,"Nová budoucnost pro Jablonec","Nová budoucnost pro Jablonec",NA,2,"80,780",20224,5.38,2,30,45771,TRUE,TRUE
5102,563510,"Jablonec nad Nisou",1,2,720,720,"Česká pirátská strana","Česká pirátská strana","Piráti",1,"720",54501,14.51,5,30,45771,TRUE,TRUE
5102,563510,"Jablonec nad Nisou",1,3,1324,1324,"Společně pro Jablonec","Společně pro Jablonec","KDU+Změna+NK",3,"1,080,771",43470,11.57,4,30,45771,TRUE,TRUE
5102,563510,"Jablonec nad Nisou",1,4,703,703,"Starostové pro Liberecký kraj","Starostové pro Liberecký kraj","SLK",1,"703",37404,9.95,3,30,45771,FALSE,TRUE
5102,563510,"Jablonec nad Nisou",1,6,1114,1114,"Svoboda a přímá demokracie - Tomio Okamura (SPD)","Svob.a př.dem.-T.Okamura (SPD)","SPD",1,"1114",19545,5.38,1,30,45771,FALSE,TRUE
5102,563510,"Jablonec nad Nisou",1,11,768,768,"ANO 2011","ANO 2011","ANO",1,"768",76117,20.26,7,30,45771,TRUE,TRUE
5102,563510,"Jablonec nad Nisou",1,12,53,53,"Občanská demokratická strana","Občanská demokratická strana","ODS",1,"53",83906,22.33,8,30,45771,FALSE,TRUE
2104,533165,"Kolín",1,1,768,768,"ANO 2011","ANO 2011","ANO",1,"768",29450,11.09,3,27,31355,FALSE,TRUE
2104,533165,"Kolín",1,2,355,355,"VOLBA PRO KOLÍN","VOLBA PRO KOLÍN",NA,2,"1,080",14426,5.43,1,27,31355,TRUE,TRUE
2104,533165,"Kolín",1,3,470,470,"ZMĚNA PRO KOLÍN","ZMĚNA PRO KOLÍN",NA,2,"80,166",166739,62.81,21,27,31355,TRUE,TRUE
2104,533165,"Kolín",1,4,47,47,"Komunistická strana Čech a Moravy","Komunistická str.Čech a Moravy","KSČM",1,"47",13823,5.2,1,27,31355,FALSE,TRUE
2104,533165,"Kolín",1,10,427,427,"KOLÍŇÁCI","KOLÍŇÁCI",NA,2,"80,143",15279,5.75,1,27,31355,TRUE,TRUE
1100,554782,"Praha hl.m.",1,6,659,659,"TOP 09 a Starostové (STAN) ve spolupráci s KDU-ČSL, LES a Demokraty Jana Kasla -""Spojené síly pro Prahu""","Koalice STAN, TOP 09","TOP+STAN",2,"166,721",4127063,16.28,13,65,1294513,TRUE,TRUE
1100,554782,"Praha hl.m.",1,11,720,720,"Česká pirátská strana","Česká pirátská strana","Piráti",1,"720",4326041,17.07,13,65,1294513,TRUE,TRUE
1100,554782,"Praha hl.m.",1,20,901,90,"PRAHA SOBĚ","PRAHA SOBĚ","SNK",1,"80",4197578,16.56,13,65,1294513,TRUE,TRUE
1100,554782,"Praha hl.m.",1,22,53,53,"Občanská demokratická strana","Občanská demokratická strana","ODS",1,"53",4527920,17.86,14,65,1294513,FALSE,TRUE
1100,554782,"Praha hl.m.",1,27,768,768,"ANO 2011","ANO 2011","ANO",1,"768",3893968,15.36,12,65,1294513,FALSE,TRUE
